W,p,caught
9,0.060000000000000005,true
9,0.07,true
9,0.08,true
9,0.09,true
9,0.09999999999999999,true
9,0.10999999999999999,true
9,0.11999999999999998,true
9,0.12999999999999998,true
9,0.13999999999999999,true
9,0.15,true
9,0.16,true
9,0.17,true
9,0.18000000000000002,true
9,0.19000000000000003,true
9,0.20000000000000004,true
9,0.21000000000000005,true
9,0.22000000000000006,true
9,0.23000000000000007,true
9,0.24000000000000007,true
9,0.25000000000000006,true
9,0.26000000000000006,true
9,0.2700000000000001,true
9,0.2800000000000001,true
9,0.2900000000000001,true
9,0.3000000000000001,true
9,0.3100000000000001,true
9,0.3200000000000001,true
9,0.3300000000000001,true
9,0.34000000000000014,true
9,0.35000000000000014,true
9,0.36000000000000015,true
9,0.37000000000000016,true
9,0.38000000000000017,true
9,0.3900000000000002,true
