W,p,caught
4,0.6200000000000003,true
4,0.6300000000000003,true
4,0.6400000000000003,true
4,0.6500000000000004,true
4,0.6600000000000004,true
4,0.6700000000000004,true
4,0.6800000000000004,true
4,0.6900000000000004,true
4,0.7000000000000004,true
4,0.7100000000000004,true
4,0.7200000000000004,true
4,0.7300000000000004,true
4,0.7400000000000004,true
4,0.7500000000000004,true
4,0.7600000000000005,true
4,0.7700000000000005,true
4,0.7800000000000005,true
4,0.7900000000000005,true
5,0.01,false
5,0.02,false
5,0.03,true
5,0.04,true
5,0.05,true
5,0.060000000000000005,true
5,0.07,true
5,0.08,true
5,0.09,true
5,0.09999999999999999,true
5,0.10999999999999999,true
5,0.11999999999999998,true
5,0.12999999999999998,true
5,0.13999999999999999,true
5,0.15,true
5,0.16,true
5,0.17,true
5,0.18000000000000002,true
5,0.19000000000000003,true
5,0.20000000000000004,true
5,0.21000000000000005,true
5,0.22000000000000006,true
5,0.23000000000000007,true
5,0.24000000000000007,true
5,0.25000000000000006,true
5,0.26000000000000006,true
5,0.2700000000000001,true
5,0.2800000000000001,true
5,0.2900000000000001,true
5,0.3000000000000001,true
5,0.3100000000000001,true
5,0.3200000000000001,true
5,0.3300000000000001,true
5,0.34000000000000014,true
5,0.35000000000000014,true
5,0.36000000000000015,true
5,0.37000000000000016,true
5,0.38000000000000017,true
5,0.3900000000000002,true
5,0.4000000000000002,true
5,0.4100000000000002,true
5,0.4200000000000002,true
5,0.4300000000000002,true
5,0.4400000000000002,true
5,0.45000000000000023,true
5,0.46000000000000024,true
5,0.47000000000000025,true
5,0.48000000000000026,true
5,0.49000000000000027,true
5,0.5000000000000002,true
5,0.5100000000000002,true
5,0.5200000000000002,true
5,0.5300000000000002,true
5,0.5400000000000003,true
5,0.5500000000000003,true
5,0.5600000000000003,true
5,0.5700000000000003,true
5,0.5800000000000003,true
5,0.5900000000000003,true
5,0.6000000000000003,true
5,0.6100000000000003,true
5,0.6200000000000003,true
5,0.6300000000000003,true
5,0.6400000000000003,true
5,0.6500000000000004,true
5,0.6600000000000004,true
5,0.6700000000000004,true
5,0.6800000000000004,true
5,0.6900000000000004,true
5,0.7000000000000004,true
5,0.7100000000000004,true
5,0.7200000000000004,true
5,0.7300000000000004,true
5,0.7400000000000004,true
5,0.7500000000000004,true
5,0.7600000000000005,true
5,0.7700000000000005,true
5,0.7800000000000005,true
5,0.7900000000000005,true
